task,kwargs,num_envs,lr,dmodel,nlayer,gamma,ent_coef,bs,episodic_reward.mean,episodic_reward.count,reward.mean
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.1,512,3.900000095367432,20,0.03173828125
Procgen:StarPilot,{},128,0.001,8,2,0.99,0.1,2048,2.3333332538604736,24,0.0205078125
Procgen:StarPilot,{},128,0.001,8,2,0.99,0.1,512,3.4166667461395264,24,0.03271484375
RockPaperScissors,{},128,0.001,128,2,0.99,0.1,2048,1.099609375,2048,1.099609375
RockPaperScissors,{},128,0.001,128,2,0.99,0.1,512,1.1337890625,2048,1.1337890625
RockPaperScissors,{},128,0.001,32,2,0.99,0.1,2048,1.12109375,2048,1.12109375
RockPaperScissors,{},128,0.001,32,2,0.99,0.1,512,1.142578125,2048,1.142578125
RockPaperScissors,{},128,0.001,8,2,0.99,0.1,512,1.1279296875,2048,1.1279296875
RockPaperScissors,{},128,0.001,8,2,0.99,0.1,2048,0.9990234375,2048,0.9990234375
Procgen:Plunder,{},128,0.001,128,2,0.99,0.1,2048,5.384615421295166,13,0.00830078125
Procgen:Plunder,{},128,0.001,128,2,0.99,0.1,512,3.5,4,0.00830078125
Procgen:Plunder,{},128,0.001,32,2,0.99,0.1,2048,2.7272727489471436,11,0.01611328125
Procgen:Plunder,{},128,0.001,32,2,0.99,0.1,512,4.333333492279053,9,0.0146484375
Procgen:Plunder,{},128,0.001,8,2,0.99,0.1,2048,3.142857074737549,7,0.0166015625
Procgen:Plunder,{},128,0.001,8,2,0.99,0.1,512,3.444444417953491,9,0.0107421875
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,128,2,0.99,0.1,2048,0.8554573059082031,386,0.16123366355895996
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,128,2,0.99,0.1,512,0.9991394281387328,332,0.1619698703289032
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.1,2048,0.7432290315628052,434,0.15750068426132202
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.1,512,0.8494197130203247,399,0.16548751294612885
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,8,2,0.99,0.1,2048,0.7650415301322937,433,0.16174951195716858
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,8,2,0.99,0.1,512,0.7577494382858276,426,0.15761780738830566
NotHotdog,{},128,0.001,128,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.001,128,2,0.99,0.1,512,1,2048,1
NotHotdog,{},128,0.001,32,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.001,32,2,0.99,0.1,512,1,2048,1
NotHotdog,{},128,0.001,8,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.001,8,2,0.99,0.1,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.1,2048,0.3393939733505249,33,0.006372071336954832
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.1,512,0.3988889455795288,45,0.007153320591896772
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.1,2048,0.21315790712833405,57,0.006469725631177425
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.1,512,0.3661765158176422,34,0.006713866721838713
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.1,2048,0.10617978125810625,178,0.008618163876235485
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.1,512,0.16919192671775818,99,0.008666993118822575
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.1,2048,0.9904763102531432,21,0.01254882849752903
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.1,512,0.9900001287460328,30,0.013623046688735483
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.1,2048,0.8640000820159912,25,0.01201171800494194
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.1,512,0.9724138975143432,29,0.013085938058793545
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.1,2048,0.6666667461395264,24,0.007373047526925802
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.1,512,0.8200001120567322,20,0.00908203050494194
MultiArmedBandit,{},128,0.001,128,2,0.99,0.1,2048,1,128,0.03125
MultiArmedBandit,{},128,0.001,128,2,0.99,0.1,512,1,128,0.03125
MultiArmedBandit,{},128,0.001,32,2,0.99,0.1,2048,1,128,0.03125
MultiArmedBandit,{},128,0.001,32,2,0.99,0.1,512,1,128,0.03125
MultiArmedBandit,{},128,0.001,8,2,0.99,0.1,2048,0.992431640625,128,0.031219482421875
MultiArmedBandit,{},128,0.001,8,2,0.99,0.1,512,1,128,0.03125
MoveToOrigin,{},128,0.001,128,2,0.99,0.1,2048,0.9814864993095398,128,0.006073204334825277
MoveToOrigin,{},128,0.001,128,2,0.99,0.1,512,0.9798572063446044,128,0.002189628779888153
MoveToOrigin,{},128,0.001,32,2,0.99,0.1,2048,0.96523517370224,128,0.0072943223640322685
MoveToOrigin,{},128,0.001,32,2,0.99,0.1,512,0.9696254730224608,128,0.0065536098554730415
MoveToOrigin,{},128,0.001,8,2,0.99,0.1,2048,0.8447556495666504,128,-0.001327766920439899
MoveToOrigin,{},128,0.001,8,2,0.99,0.1,512,0.9488949179649352,128,0.006254215259104967
Minefield,"{""max_mines"": 10}",128,0.001,128,2,0.99,0.1,2048,0.800000011920929,35,0.013671875
Minefield,"{""max_mines"": 10}",128,0.001,128,2,0.99,0.1,512,0.9756097793579102,41,0.01953125
Minefield,"{""max_mines"": 10}",128,0.001,32,2,0.99,0.1,2048,0.8799999952316284,25,0.0107421875
Minefield,"{""max_mines"": 10}",128,0.001,32,2,0.99,0.1,512,0.9807692170143129,52,0.02490234375
Minefield,"{""max_mines"": 10}",128,0.001,8,2,0.99,0.1,2048,0,9,0
Minefield,"{""max_mines"": 10}",128,0.001,8,2,0.99,0.1,512,0,6,0
Procgen:Leaper,{},128,0.001,128,2,0.99,0.1,2048,3.809523820877075,21,0.0390625
Procgen:Leaper,{},128,0.001,128,2,0.99,0.1,512,3.529411792755127,17,0.029296875
Procgen:Leaper,{},128,0.001,32,2,0.99,0.1,2048,1.1538461446762085,26,0.0146484375
Procgen:Leaper,{},128,0.001,32,2,0.99,0.1,512,3.225806474685669,31,0.048828125
Procgen:Leaper,{},128,0.001,8,2,0.99,0.1,2048,1.9354838132858276,31,0.029296875
Procgen:Leaper,{},128,0.001,8,2,0.99,0.1,512,1.2000000476837158,25,0.0146484375
FloorIsLava,{},128,0.001,128,2,0.99,0.1,2048,1,2048,1
FloorIsLava,{},128,0.001,128,2,0.99,0.1,512,1,2048,1
FloorIsLava,{},128,0.001,32,2,0.99,0.1,2048,1,2048,1
FloorIsLava,{},128,0.001,32,2,0.99,0.1,512,1,2048,1
FloorIsLava,{},128,0.001,8,2,0.99,0.1,2048,0.81103515625,2048,0.81103515625
FloorIsLava,{},128,0.001,8,2,0.99,0.1,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,128,2,0.99,0.1,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,128,2,0.99,0.1,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,32,2,0.99,0.1,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,32,2,0.99,0.1,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,8,2,0.99,0.1,2048,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.001,32,2,0.99,0.1,512,0.98896586894989,128,0.06181035563349724
CherryPick,"{""num_cherries"": 32}",128,0.001,8,2,0.99,0.1,2048,0.9490172266960144,128,0.0593135803937912
CherryPick,"{""num_cherries"": 32}",128,0.001,8,2,0.99,0.1,512,0.9892116785049438,128,0.06182573735713959
Procgen:BossFight,{},128,0.001,128,2,0.99,0.1,2048,0.0625,32,0.00048828125
Procgen:BossFight,{},128,0.001,128,2,0.99,0.1,512,0.06060606241226196,33,0.0009765625
Procgen:BossFight,{},128,0.001,32,2,0.99,0.1,2048,0.29729729890823364,37,0.005859375
Procgen:BossFight,{},128,0.001,32,2,0.99,0.1,512,0.0555555559694767,36,0.00048828125
Procgen:BossFight,{},128,0.001,8,2,0.99,0.1,2048,0.11538461595773696,26,0.001953125
Procgen:BossFight,{},128,0.001,8,2,0.99,0.1,512,0.043478261679410934,46,0
Procgen:BigFish,{},128,0.001,128,2,0.99,0.1,2048,0.1666666716337204,30,0.00146484375
Procgen:BigFish,{},128,0.001,128,2,0.99,0.1,512,0.5,22,0.001953125
Procgen:BigFish,{},128,0.001,32,2,0.99,0.1,2048,0.2857142984867096,14,0.0029296875
Procgen:BigFish,{},128,0.001,32,2,0.99,0.1,512,0.1111111119389534,18,0.00048828125
Procgen:BigFish,{},128,0.001,8,2,0.99,0.1,2048,0.11764705926179886,17,0.00048828125
Procgen:BigFish,{},128,0.001,8,2,0.99,0.1,512,0.15000000596046448,20,0.0009765625
Procgen:StarPilot,{},128,0.001,8,2,0.99,0.3,512,1.551724195480347,29,0.01806640625
Xor,{},128,0.001,128,2,0.99,0.3,2048,1,2048,1
Xor,{},128,0.001,128,2,0.99,0.3,512,1,2048,1
Xor,{},128,0.001,32,2,0.99,0.3,2048,1,2048,1
Xor,{},128,0.001,32,2,0.99,0.3,512,1,2048,1
Xor,{},128,0.001,8,2,0.99,0.3,2048,1,2048,1
Xor,{},128,0.001,8,2,0.99,0.3,512,1,2048,1
Procgen:StarPilot,{},128,0.001,128,2,0.99,0.3,2048,2.6956522464752197,23,0.0205078125
Procgen:StarPilot,{},128,0.001,128,2,0.99,0.3,512,1.8333333730697632,24,0.0205078125
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.3,2048,1.3809523582458496,21,0.0126953125
Procgen:StarPilot,{},128,0.001,32,2,0.99,0.3,512,1.7272727489471436,22,0.0234375
Procgen:StarPilot,{},128,0.001,8,2,0.99,0.3,2048,1.3181818723678589,22,0.0146484375
RockPaperScissors,{},128,0.001,128,2,0.99,0.3,2048,1.0087890625,2048,1.0087890625
RockPaperScissors,{},128,0.001,128,2,0.99,0.3,512,0.994140625,2048,0.994140625
RockPaperScissors,{},128,0.001,32,2,0.99,0.3,2048,0.970703125,2048,0.970703125
RockPaperScissors,{},128,0.001,32,2,0.99,0.3,512,0.9384765625,2048,0.9384765625
RockPaperScissors,{},128,0.001,8,2,0.99,0.3,2048,0.9775390625,2048,0.9775390625
RockPaperScissors,{},128,0.001,8,2,0.99,0.3,512,1.0029296875,2048,1.0029296875
Procgen:Plunder,{},128,0.001,128,2,0.99,0.3,2048,3.7142856121063232,7,0.0146484375
Procgen:Plunder,{},128,0.001,128,2,0.99,0.3,512,3.5,6,0.00927734375
Procgen:Plunder,{},128,0.001,32,2,0.99,0.3,2048,2.5,8,0.0068359375
Procgen:Plunder,{},128,0.001,32,2,0.99,0.3,512,4.5,2,0.00732421875
Procgen:Plunder,{},128,0.001,8,2,0.99,0.3,2048,2.75,8,0.0078125
Procgen:Plunder,{},128,0.001,8,2,0.99,0.3,512,2.6666667461395264,6,0.01025390625
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,128,2,0.99,0.3,2048,0.9988855123519896,329,0.16046549379825592
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,128,2,0.99,0.3,512,0.9987294673919678,342,0.166780024766922
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.3,2048,0.8184299468994141,393,0.15705221891403198
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,32,2,0.99,0.3,512,0.9976420998573304,344,0.16757269203662872
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,8,2,0.99,0.3,2048,0.7279298901557922,442,0.1571020781993866
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.001,8,2,0.99,0.3,512,0.8401505351066589,394,0.1616305261850357
NotHotdog,{},128,0.001,128,2,0.99,0.3,2048,1,2048,1
NotHotdog,{},128,0.001,128,2,0.99,0.3,512,1,2048,1
NotHotdog,{},128,0.001,32,2,0.99,0.3,2048,1,2048,1
NotHotdog,{},128,0.001,32,2,0.99,0.3,512,1,2048,1
NotHotdog,{},128,0.001,8,2,0.99,0.3,2048,1,2048,1
NotHotdog,{},128,0.001,8,2,0.99,0.3,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.3,2048,0.18448276817798617,58,0.003857421688735485
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.3,512,0.15441177785396576,68,0.004272460471838713
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.3,2048,0.10487805306911469,82,0.003930664621293545
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.3,512,0.17674419283866882,43,0.004272461403161287
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.3,2048,0.03640167415142059,239,0.00441894493997097
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.3,512,0.08932584524154663,89,0.0041748047806322575
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.3,2048,0.9454546570777892,11,0.00913085974752903
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,128,2,0.99,0.3,512,0.8523810505867004,21,0.00913085974752903
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.3,2048,0.9363637566566468,11,0.007812499534338713
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,32,2,0.99,0.3,512,0.9437500834465028,16,0.007861328311264515
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.3,2048,0.196428582072258,84,0.007275390438735485
MultiArmedBandit,{},128,0.001,128,2,0.99,0.3,2048,1,128,0.03125
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,8,2,0.99,0.3,512,0.7400000691413879,20,0.007031250279396772
MultiArmedBandit,{},128,0.001,128,2,0.99,0.3,512,1,128,0.03125
MultiArmedBandit,{},128,0.001,32,2,0.99,0.3,2048,1,128,0.03125
MultiArmedBandit,{},128,0.001,32,2,0.99,0.3,512,1,128,0.03125
MultiArmedBandit,{},128,0.001,8,2,0.99,0.3,2048,0.763427734375,128,0.0244903564453125
MultiArmedBandit,{},128,0.001,8,2,0.99,0.3,512,0.99853515625,128,0.031219482421875
MoveToOrigin,{},128,0.001,128,2,0.99,0.3,2048,0.928705632686615,128,0.01733619160950184
MoveToOrigin,{},128,0.001,128,2,0.99,0.3,512,0.9411730766296388,128,0.00983506441116333
MoveToOrigin,{},128,0.001,32,2,0.99,0.3,2048,0.8922804594039917,128,0.008672363124787807
MoveToOrigin,{},128,0.001,32,2,0.99,0.3,512,0.9283679723739624,128,0.012592453509569168
MoveToOrigin,{},128,0.001,8,2,0.99,0.3,2048,0.7983668446540833,128,0.011060657911002636
MoveToOrigin,{},128,0.001,8,2,0.99,0.3,512,0.8917294144630432,128,0.016296906396746635
Minefield,"{""max_mines"": 10}",128,0.001,128,2,0.99,0.3,2048,0.8500000238418579,20,0.00830078125
Minefield,"{""max_mines"": 10}",128,0.001,128,2,0.99,0.3,512,0.96875,32,0.01513671875
Minefield,"{""max_mines"": 10}",128,0.001,32,2,0.99,0.3,2048,0.6000000238418579,25,0.00732421875
Minefield,"{""max_mines"": 10}",128,0.001,32,2,0.99,0.3,512,0.8333333134651184,30,0.01220703125
Minefield,"{""max_mines"": 10}",128,0.001,8,2,0.99,0.3,2048,0.1666666716337204,12,0.0009765625
Minefield,"{""max_mines"": 10}",128,0.001,8,2,0.99,0.3,512,0.1111111119389534,9,0.00048828125
Procgen:Leaper,{},128,0.001,128,2,0.99,0.3,2048,0.9523809552192688,21,0.009765625
Procgen:Leaper,{},128,0.001,128,2,0.99,0.3,512,3.6363637447357178,22,0.0390625
Procgen:Leaper,{},128,0.001,32,2,0.99,0.3,2048,0.4166666567325592,24,0.0048828125
Procgen:Leaper,{},128,0.001,32,2,0.99,0.3,512,1.8518518209457395,27,0.0244140625
Procgen:Leaper,{},128,0.001,8,2,0.99,0.3,2048,1,20,0.009765625
Procgen:Leaper,{},128,0.001,8,2,0.99,0.3,512,1.3636363744735718,22,0.0146484375
FloorIsLava,{},128,0.001,128,2,0.99,0.3,2048,1,2048,1
FloorIsLava,{},128,0.001,128,2,0.99,0.3,512,1,2048,1
FloorIsLava,{},128,0.001,32,2,0.99,0.3,2048,1,2048,1
FloorIsLava,{},128,0.001,32,2,0.99,0.3,512,1,2048,1
FloorIsLava,{},128,0.001,8,2,0.99,0.3,2048,0.98193359375,2048,0.98193359375
FloorIsLava,{},128,0.001,8,2,0.99,0.3,512,0.99951171875,2048,0.99951171875
Count,"{""masked_choices"": 2}",128,0.001,128,2,0.99,0.3,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,128,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,32,2,0.99,0.3,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,32,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,8,2,0.99,0.3,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.001,8,2,0.99,0.3,512,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.001,128,2,0.99,0.3,2048,0.9157721996307372,128,0.057235777378082275
CherryPick,"{""num_cherries"": 32}",128,0.001,128,2,0.99,0.3,512,0.9605118036270142,128,0.06003198400139809
CherryPick,"{""num_cherries"": 32}",128,0.001,32,2,0.99,0.3,2048,0.8527461886405945,128,0.053296636790037155
CherryPick,"{""num_cherries"": 32}",128,0.001,32,2,0.99,0.3,512,0.8966488838195801,128,0.05604058131575584
CherryPick,"{""num_cherries"": 32}",128,0.001,8,2,0.99,0.3,2048,0.8135132193565369,128,0.05084456875920296
CherryPick,"{""num_cherries"": 32}",128,0.001,8,2,0.99,0.3,512,0.8725824356079102,128,0.05453640595078468
Procgen:BossFight,{},128,0.001,128,2,0.99,0.3,2048,0.02857142873108387,35,0.00048828125
Procgen:BossFight,{},128,0.001,128,2,0.99,0.3,512,0.04545454680919647,44,0
Procgen:BossFight,{},128,0.001,32,2,0.99,0.3,2048,0.3529411852359772,34,0.00537109375
Procgen:BossFight,{},128,0.001,32,2,0.99,0.3,512,0,31,0.0009765625
Procgen:BossFight,{},128,0.001,8,2,0.99,0.3,2048,0.02325581386685371,43,0.00048828125
Procgen:BossFight,{},128,0.001,8,2,0.99,0.3,512,0,41,0
Procgen:BigFish,{},128,0.001,128,2,0.99,0.3,2048,0.125,16,0.00146484375
Procgen:BigFish,{},128,0.001,128,2,0.99,0.3,512,0.25,12,0.0009765625
Procgen:BigFish,{},128,0.001,32,2,0.99,0.3,2048,0.27272728085517883,22,0.00146484375
Procgen:BigFish,{},128,0.001,32,2,0.99,0.3,512,0.07407407462596893,27,0.001953125
Procgen:BigFish,{},128,0.001,8,2,0.99,0.3,2048,0.10526315867900848,19,0.00048828125
Procgen:BigFish,{},128,0.001,8,2,0.99,0.3,512,0.1666666716337204,18,0.001953125
Xor,{},128,0.003,128,2,0.99,0.03,2048,0.7705078125,2048,0.7705078125
Xor,{},128,0.003,128,2,0.99,0.03,512,0.63671875,2048,0.63671875
Xor,{},128,0.003,32,2,0.99,0.03,2048,0.8740234375,2048,0.8740234375
Xor,{},128,0.003,32,2,0.99,0.03,512,1,2048,1
Xor,{},128,0.003,8,2,0.99,0.03,2048,0.88330078125,2048,0.88330078125
Xor,{},128,0.003,8,2,0.99,0.03,512,1,2048,1
Procgen:StarPilot,{},128,0.003,128,2,0.99,0.03,2048,2.450000047683716,20,0.02392578125
Procgen:StarPilot,{},128,0.003,128,2,0.99,0.03,512,2.5789473056793213,19,0.03076171875
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.03,2048,4,17,0.037109375
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.03,512,3.125,16,0.0283203125
Procgen:StarPilot,{},128,0.003,8,2,0.99,0.03,2048,3.588235378265381,17,0.033203125
Procgen:StarPilot,{},128,0.003,8,2,0.99,0.03,512,3.807692289352417,26,0.0322265625
RockPaperScissors,{},128,0.003,128,2,0.99,0.03,2048,1.140625,2048,1.140625
RockPaperScissors,{},128,0.003,128,2,0.99,0.03,512,0.6865234375,2048,0.6865234375
RockPaperScissors,{},128,0.003,32,2,0.99,0.03,2048,1.013671875,2048,1.013671875
RockPaperScissors,{},128,0.003,32,2,0.99,0.03,512,1.1474609375,2048,1.1474609375
RockPaperScissors,{},128,0.003,8,2,0.99,0.03,2048,1.158203125,2048,1.158203125
RockPaperScissors,{},128,0.003,8,2,0.99,0.03,512,1.1064453125,2048,1.1064453125
Procgen:Plunder,{},128,0.003,128,2,0.99,0.03,2048,0.8333333134651184,6,0.01318359375
Procgen:Plunder,{},128,0.003,32,2,0.99,0.03,2048,3.538461446762085,13,0.01416015625
Procgen:Plunder,{},128,0.003,128,2,0.99,0.03,512,2.5,14,0.01025390625
Procgen:Plunder,{},128,0.003,32,2,0.99,0.03,512,3.75,8,0.01123046875
Procgen:Plunder,{},128,0.003,8,2,0.99,0.03,2048,2.4285714626312256,7,0.01318359375
Procgen:Plunder,{},128,0.003,8,2,0.99,0.03,512,2.6666667461395264,6,0.0146484375
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,128,2,0.99,0.03,2048,0.6528717279434204,525,0.16736212372779846
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,128,2,0.99,0.03,512,0.6178234815597534,504,0.15204249322414398
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.03,2048,0.6213403344154358,500,0.1516944319009781
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.03,512,0.9032672047615052,360,0.1587774157524109
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,8,2,0.99,0.03,512,0.8426567316055298,401,0.16499283909797668
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,8,2,0.99,0.03,2048,0.6365270018577576,504,0.15664531290531158
NotHotdog,{},128,0.003,128,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.003,128,2,0.99,0.03,512,0.7490234375,2048,0.7490234375
NotHotdog,{},128,0.003,32,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.003,32,2,0.99,0.03,512,1,2048,1
NotHotdog,{},128,0.003,8,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.003,8,2,0.99,0.03,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.03,2048,0.6279412508010864,34,0.00949707068502903
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.03,512,0.436842143535614,38,0.009057617746293545
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.03,2048,0.3911111652851105,45,0.008959961123764515
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.03,512,0.6880000829696655,25,0.00869140587747097
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.03,2048,0.33266669511795044,75,0.010375977493822576
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.03,512,0.427272766828537,33,0.00888671912252903
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.03,2048,0.895833432674408,24,0.013183592818677424
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.03,512,0.8266667723655701,30,0.01264648325741291
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.03,2048,0.9592593908309937,27,0.01308593712747097
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.03,512,0.976923167705536,26,0.012597656808793545
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.03,2048,0.9571429491043092,14,0.00913085974752903
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.03,512,1.0000001192092896,22,0.012939453125
MultiArmedBandit,{},128,0.003,128,2,0.99,0.03,2048,1,128,0.03125
MultiArmedBandit,{},128,0.003,128,2,0.99,0.03,512,1,128,0.03125
MultiArmedBandit,{},128,0.003,32,2,0.99,0.03,512,1,128,0.03125
MultiArmedBandit,{},128,0.003,32,2,0.99,0.03,2048,1,128,0.03125
MultiArmedBandit,{},128,0.003,8,2,0.99,0.03,2048,1,128,0.03125
MultiArmedBandit,{},128,0.003,8,2,0.99,0.03,512,1,128,0.03125
MoveToOrigin,{},128,0.003,128,2,0.99,0.03,2048,0.9892059564590454,128,0.0038732069078832865
MoveToOrigin,{},128,0.003,128,2,0.99,0.03,512,0.9866463541984558,128,0.003089727135375142
MoveToOrigin,{},128,0.003,32,2,0.99,0.03,2048,0.9815109968185424,128,0.006729031912982464
MoveToOrigin,{},128,0.003,32,2,0.99,0.03,512,0.9802829027175904,128,0.0035682711750268936
MoveToOrigin,{},128,0.003,8,2,0.99,0.03,2048,0.950096607208252,128,0.004516521468758583
Minefield,"{""max_mines"": 10}",128,0.003,128,2,0.99,0.03,2048,0.9047619104385376,42,0.0185546875
MoveToOrigin,{},128,0.003,8,2,0.99,0.03,512,0.9785107374191284,128,0.008260904811322689
Minefield,"{""max_mines"": 10}",128,0.003,128,2,0.99,0.03,512,0.8999999761581421,50,0.02197265625
Minefield,"{""max_mines"": 10}",128,0.003,32,2,0.99,0.03,2048,0.9387755393981934,49,0.0224609375
Minefield,"{""max_mines"": 10}",128,0.003,32,2,0.99,0.03,512,1,50,0.0244140625
Minefield,"{""max_mines"": 10}",128,0.003,8,2,0.99,0.03,2048,0.0714285746216774,14,0.00048828125
Minefield,"{""max_mines"": 10}",128,0.003,8,2,0.99,0.03,512,0.1111111119389534,9,0.00048828125
Procgen:Leaper,{},128,0.003,128,2,0.99,0.03,2048,1.600000023841858,50,0.0390625
Procgen:Leaper,{},128,0.003,128,2,0.99,0.03,512,2.799999952316284,25,0.0341796875
Procgen:Leaper,{},128,0.003,32,2,0.99,0.03,2048,1.5384615659713743,26,0.01953125
Procgen:Leaper,{},128,0.003,32,2,0.99,0.03,512,2,30,0.029296875
Procgen:Leaper,{},128,0.003,8,2,0.99,0.03,2048,1.590909123420715,44,0.0341796875
